city_id,pop_sum,pop_susceptible,pop_exposed,pop_infected,pop_recovered
110000,21514309.19,21514308.19,1,0,0
120000,15638574.16,15638574.16,0,0,0
130100,10743711.3,10743711.3,0,0,0
130200,7982769.185,7982769.185,0,0,0
130300,3153820.339,3153820.339,0,0,0
130400,9675973.072,9675973.072,0,0,0
130500,7489893.339,7489893.339,0,0,0
130600,11813089.03,11813089.03,0,0,0
130700,4559913.53,4559913.53,0,0,0
130800,3641143.521,3641143.521,0,0,0
130900,7576204.135,7576204.135,0,0,0
131000,4625875.277,4625875.277,0,0,0
131100,4565638.619,4565638.619,0,0,0
140100,4398370.962,4398370.962,0,0,0
140200,3466776.248,3466776.248,0,0,0
140300,1421871.523,1421871.523,0,0,0
140400,3485369.878,3485369.878,0,0,0
140500,2365520.388,2365520.388,0,0,0
140600,1790743.729,1790743.729,0,0,0
140700,3393167.413,3393167.413,0,0,0
140800,5369669.168,5369669.168,0,0,0
140900,3198739.438,3198739.438,0,0,0
141000,4515015.862,4515015.862,0,0,0
141100,3900147.024,3900147.024,0,0,0
150100,3011215.275,3011215.275,0,0,0
150200,2786214.53,2786214.53,0,0,0
150300,554496.773,554496.773,0,0,0
150400,4442254.539,4442254.539,0,0,0
150500,3213243.58,3213243.58,0,0,0
150600,2027381.688,2027381.688,0,0,0
150700,2537360.712,2537360.712,0,0,0
150800,1707014.434,1707014.434,0,0,0
150900,2181565.516,2181565.516,0,0,0
152200,1641725.826,1641725.826,0,0,0
152500,1058237.331,1058237.331,0,0,0
152900,242427.3413,242427.3413,0,0,0
210100,8117756.383,8117756.383,0,0,0
210200,6697334.397,6697334.397,0,0,0
210300,3651096.427,3651096.427,0,0,0
210400,2137023.413,2137023.413,0,0,0
210500,1704368.638,1704368.638,0,0,0
210600,2412304.987,2412304.987,0,0,0
210700,3114187.959,3114187.959,0,0,0
210800,2410102.431,2410102.431,0,0,0
210900,1800089.738,1800089.738,0,0,0
211000,1840071.838,1840071.838,0,0,0
